"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk"
"554","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"555","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","[1.53,25]","[1,9.82]"
"556","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"557","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(178,843]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"558","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"559","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"560","(39.52,74.3]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"561","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"562","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"563","(39.52,74.3]","(24.8,389]","(24.8,167]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"564","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"565","(39.52,74.3]","(24.8,389]","[1,10.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"566","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"567","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(35.9,343]"
"568","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","[1.53,25]","(9.82,35.9]"
"569","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"570","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"571","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"572","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"573","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","[1,8.06]","[1.53,25]","(35.9,343]"
"574","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"575","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"576","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"577","(39.52,74.3]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"578","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","(45.3,764]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"579","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","[1,9.82]"
"580","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"581","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"582","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"583","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"584","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"585","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"586","(39.52,74.3]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"587","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"588","[1.61,39.52]","[1,15.1]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","[1,9.82]"
"589","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"590","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"591","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"592","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(178,843]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"593","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"594","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"595","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"596","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"597","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"598","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"599","(39.52,74.3]","(24.8,389]","(24.8,167]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"600","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"601","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"602","[1.61,39.52]","(15.1,24.8]","(24.8,167]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"603","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"604","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"605","[1.61,39.52]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"606","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"607","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"608","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"609","[1.61,39.52]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"610","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","[1.53,25]","[1,9.82]"
"611","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"612","[1.61,39.52]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"613","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"614","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"615","(39.52,74.3]","[1,15.1]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","[1.53,25]","[1,9.82]"
"616","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"617","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"618","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"619","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"620","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","[1,8.06]","(44.34,170]","[1,9.82]"
"621","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(178,843]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"622","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"623","(74.3,552]","(24.8,389]","[1,10.8]","(178,843]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","(25,44.34]","(35.9,343]"
"624","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(178,843]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"625","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"626","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"627","(74.3,552]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"628","(74.3,552]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"629","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"630","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"631","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"632","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"633","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"634","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"635","[1.61,39.52]","[1,15.1]","[1,10.8]","[1.11,23.3]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"636","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"637","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(35.9,343]"
"638","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","[1.95,192.2]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"639","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"640","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"641","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"642","(39.52,74.3]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"643","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"644","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"645","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"646","(39.52,74.3]","(24.8,389]","(24.8,167]","[1.11,23.3]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"647","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(178,843]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"648","(74.3,552]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"649","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(178,843]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","(25,44.34]","(35.9,343]"
"650","(74.3,552]","(24.8,389]","(10.8,24.8]","(178,843]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"651","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"652","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"653","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"654","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"655","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"656","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"657","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"658","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(44.34,170]","[1,9.82]"
"659","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"660","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"661","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(178,843]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(44.34,170]","(35.9,343]"
"662","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"663","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"664","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"665","[1.61,39.52]","[1,15.1]","[1,10.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"666","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","[1,8.06]","(25,44.34]","(35.9,343]"
"667","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"668","[1.61,39.52]","[1,15.1]","[1,10.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"669","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"670","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(35.9,343]"
"671","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"672","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","[1,9.82]"
"673","[1.61,39.52]","(15.1,24.8]","(24.8,167]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(547,4491]","[1,8.06]","(25,44.34]","(35.9,343]"
"674","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"675","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","[1.95,192.2]","(8.06,16.58]","(44.34,170]","(35.9,343]"
"676","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"677","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"678","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(44.34,170]","(35.9,343]"
"679","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"680","[1.61,39.52]","(24.8,389]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","[1.95,192.2]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"681","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"682","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"683","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"684","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"685","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","[1.7,23.5]","(547,4491]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"686","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"687","(74.3,552]","(24.8,389]","[1,10.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(44.34,170]","[1,9.82]"
"688","(39.52,74.3]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"689","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"690","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"691","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
